編號,歌手/團體名稱,類別標籤,別名/譯名,相關團體,合唱組合,歌庫已收錄曲數
5040,久石讓 & 倫敦交響樂團,Indie / Global,,,,0
5041,MPG靜心工作室,Indie / Global,,,,0
5042,"久石讓, 皇家愛樂管弦樂團 & 葛莉絲・戴維森",Indie / Global,,,,0
5043,葉斯淳 & 飛行工作室,Indie / Global,,,,0
5044,安鑫音樂工作室,Indie / Global,,,,0
5045,笨蛋兔崽工作室,Indie / Global,,,,0
5046,崇仁堂音樂工作室,Solo / Group,,,,0
5047,劉宇寧 & 小鬼,Indie / Global,,,,0
5048,張靚穎 & 單依純,Indie / Global,,,,0
5049,黃子弘凡,Indie / Global,,,,0
5050,周深 & 薛之謙,Indie / Global,,,,0
5051,鄒序,Indie / Global,,,,0
5052,段奧娟 & 劉端端,Indie / Global,,,,0
5053,影子計劃,Indie / Global,,,,0
5054,黃子弘凡 & 劉宇寧,Indie / Global,,,,0
5055,董嘉鴻,Indie / Global,,,,0
5056,單依純 & 黃子弘凡,Indie / Global,,,,0
5057,一顆狼星(許籃心),Indie / Global,,,,0
5058,黃子弘凡 & 王櫟鑫,Indie / Global,,,,0
5059,ALLDAY PROJECT,Indie / Global,,,,0
5060,Chase McDaniel,Indie / Global,,,,0
5061,The Macarons Project,Indie / Global,,,,0
5062,Project X,Indie / Global,,,,0
5063,Ed Sheeran & Travis Scott,Indie / Global,,,,0
5064,Fly Project,Indie / Global,,,,0
5065,JJ Project,Indie / Global,,,,0
5066,Zowie Kengocha,Indie / Global,,,,0
5067,N.Flying,Indie / Global,,,,0
5068,Matt Champion,Indie / Global,,,,0
5069,Hello Sleepwalkers,Indie / Global,,,,0
5070,The Alan Parsons Project,Indie / Global,,,,0
5071,Drax Project,Indie / Global,,,,0
5072,iCO,Indie / Global,,,,0
5073,Sunstroke Project,Indie / Global,,,,0
5074,CHEN & CHANYEOL,Indie / Global,,,,0
5075,MUSASHI PROJECT,Indie / Global,,,,0
5076,Alan Parsons Project,Solo / Group,,,,0
5077,黃美婷,Indie / Global,,,,0
5078,優雅逆轉,Indie / Global,,,,0
5079,蜜雪 & 薇琪,Indie / Global,,,,0
5080,丹學銳,Indie / Global,,,,0
5081,d4vd,Indie / Global,,,,0
5082,Billie Eilish,Indie / Global,,,,0
5083,Foster the People,Indie / Global,,,,0
5084,yung kai,Indie / Global,,,,0
5085,Post Malone,Indie / Global,,,,0
5086,Clairo,Indie / Global,,,,0
5087,YUNGBLUD,Indie / Global,,,,0
5088,Tom Grennan,Indie / Global,,,,0
5089,The 1975,Indie / Global,,,,0
5090,Junny,Indie / Global,,,,0
5091,Summer Walker,Indie / Global,,,,0
5092,Lana Del Rey,Indie / Global,,,,0
5093,Mac Miller,Indie / Global,,,,0
5094,Kali Uchis,Indie / Global,,,,0
5095,Cafuné,Indie / Global,,,,0
5096,The xx,Indie / Global,,,,0
5097,VH (Vast & Hazy),Indie / Global,,,,0
5098,The Killers,Indie / Global,,,,0
5099,Temper City,Indie / Global,,,,0
5100,Of Monsters and Men,Indie / Global,,,,0
5101,DEAN,Indie / Global,,,,0
5102,The Marías,Indie / Global,,,,0
5103,多米尼克·菲克,Indie / Global,,,,0
5104,拷秋勤,Indie / Global,,,,0
5105,公館青少年 & JOYCE 就以斯,Indie / Global,,,,0
5106,Radiohead,Indie / Global,,,,0
5107,RM,Indie / Global,,,,0
5108,BIBI,Indie / Global,,,,0
5109,HANRORO,Indie / Global,,,,0
5110,The Weeknd & Gesaffelstein,Indie / Global,,,,0
5111,王秀琳,Solo / Group,,,,0
5112,李明依,Solo / Group,,,,0
5113,獨立社+吳婧,Solo / Group,,,,0
5114,周國賢,Indie / Global,,,,0
5115,SoulFa 靈魂沙發,Indie / Global,,,,0
5116,Antarctic Wastelands & Norvik,Indie / Global,,,,0
5117,不可能三角,Indie / Global,,,,0
5118,地下8英里 & Wiz_H張子豪,Indie / Global,,,,0
5119,Oddisee,Indie / Global,,,,0
5120,Sakurazaka46,Indie / Global,,,,0
5121,出羽良彰,Indie / Global,,,,0
5122,AJ Tracey,Indie / Global,,,,0
5123,地下聯盟合唱團,Indie / Global,,,,0
5124,J Dilla,Indie / Global,,,,0
5125,黃霄雲 & DNF 地下城與勇士,Indie / Global,,,,0
5126,Jennifer Lopez,Indie / Global,,,,0
5127,Cadet & Deno,Indie / Global,,,,0
5128,吳志寧,Indie / Global,,,,0
5129,王雁盟,Indie / Global,,,,0
5130,Jme,Indie / Global,,,,0
5131,Dizzee Rascal,Indie / Global,,,,0
5132,大芭,Solo / Group,,,,0
5133,ROSÉ,Indie / Global,,,,0
5134,Kendrick Lamar,Indie / Global,,,,0
5135,Tyla,Indie / Global,,,,0
5136,絲國蘭,Indie / Global,,,,0
5137,Epik High,Indie / Global,,,,0
5138,XG,Indie / Global,,,,0
5139,Miguel,Indie / Global,,,,0
5140,Travis Scott,Indie / Global,,,,0
5141,NF,Indie / Global,,,,0
5142,艾熱AIR,Indie / Global,,,,0
5143,吳榮順,Indie / Global,,,,0
5144,邱清雲 & 謝玲玲,Indie / Global,,,,0
5145,天際線融合爵士樂團,Indie / Global,,,,0
5146,愛客樂,Indie / Global,,,,0
5147,Zi Xuan Huang,Indie / Global,,,,0
5148,向井稔,Indie / Global,,,,0
5149,徐哲緯,Indie / Global,,,,0
5150,A_Root同根生,Indie / Global,,,,0
5151,菁英藝術家三重奏,Indie / Global,,,,0
5152,花之悅 [00:19.38],Indie / Global,,,,0
5153,客家山歌,Indie / Global,,,,0
5154,孟君 & 藍雨青,Indie / Global,,,,0
5155,陳瑋儒,Indie / Global,,,,0
5156,天風,Indie / Global,,,,0
5157,たのしいマグロダンスP,Indie / Global,,,,0
5158,桃園市國樂團,Indie / Global,,,,0
5159,黃鎮炘,Indie / Global,,,,0
5160,蕭迦勒,Indie / Global,,,,0
5161,葉鈺渟,Indie / Global,,,,0
5162,江晟榮,Indie / Global,,,,0
5163,邱廉欽,Indie / Global,,,,0
5164,呂紹淳,Indie / Global,,,,0
5165,全球聲韻客家歌劇團,Indie / Global,,,,0
5166,夏以儷,Indie / Global,,,,0
5167,劉榮昌,Indie / Global,,,,0
5168,張少林,Indie / Global,,,,0
5169,溫秀貞 & 張水妹,Indie / Global,,,,0
5170,巴洛克獨奏家樂團,Indie / Global,,,,0
5171,張啟輝,Indie / Global,,,,0
5172,Asia Musical Productions,Indie / Global,,,,0
5173,黃瑋,Indie / Global,,,,0
5174,黃連煜,Solo / Group,,,,0
5175,蕭佩茹+劉俊明+張燈明,Solo / Group,,,,0
5176,曾超,Solo / Group,,,,0
5177,陳莉,Solo / Group,,,,0
5178,徐子雁,Solo / Group,,,,0
5179,徐子晏,Solo / Group,,,,0
5180,龍飛,Solo / Group,,,,0
5181,吳應文,Solo / Group,,,,0
5182,明玉,Solo / Group,,,,0
5183,劉俊明+張燈明+蕭佩,Solo / Group,,,,0
5184,李福明,Solo / Group,,,,0
5185,黃連煜+對唱,Solo / Group,,,,0
5186,康雷,Solo / Group,,,,0
5187,廖秋玲,Solo / Group,,,,0
5188,呂金守,Solo / Group,,,,0
5189,客家歪歌,Solo / Group,,,,0
5190,池秋美,Solo / Group,,,,0
5191,劉俊明+張燈明,Solo / Group,,,,0
5192,劉福助+對唱,Solo / Group,,,,0
5193,客家仙子,Solo / Group,,,,0
5194,劉翰安,Indie / Global,,,,0
5195,阿美族民歌,Indie / Global,,,,0
5196,AM合唱團,Indie / Global,,,,0
5197,黃韻齡,Indie / Global,,,,0
5198,黃韻齡 & 劉翰安,Indie / Global,,,,0
5199,蕭智允,Indie / Global,,,,0
5200,伊福部昭,Indie / Global,,,,0
5201,卓秋琴,Indie / Global,,,,0
5202,胡翠雲,Indie / Global,,,,0
5203,楊子駿,Indie / Global,,,,0
5204,張惠仙,Indie / Global,,,,0
5205,馬蘭吟唱隊 & 董事長樂團,Indie / Global,,,,0
5206,潘金英,Indie / Global,,,,0
5207,謝皓成,Indie / Global,,,,0
5208,"寶貝音樂盒, 嬰兒安眠曲 & 小愛的輕音樂",Indie / Global,,,,0
5209,歐讚XEK,Indie / Global,,,,0
5210,宜蘭縣崗給原住民永續發展協會,Indie / Global,,,,0
5211,黃伯樂,Solo / Group,,,,0
5212,柯花珍,Solo / Group,,,,0
5213,DJ鐵柱,Indie / Global,,,,0
5214,原調音樂,Indie / Global,,,,0
5215,王者榮耀同人局,Indie / Global,,,,0
5216,Sadayoshi Atsumi,Indie / Global,,,,0
5217,Noble Music Project,Indie / Global,,,,0
5218,陳樂 & 李金娜,Indie / Global,,,,0
5219,"趙曉霞, 李娟 & 馬瑞",Indie / Global,,,,0
5220,馬昭,Indie / Global,,,,0
5221,歐爾嘉 · 許普絲,Indie / Global,,,,0
5222,店鋪背景音樂,Indie / Global,,,,0
5223,洪傑 & click打擊樂團,Indie / Global,,,,0
5224,Tatjana Blome,Indie / Global,,,,0
5225,Anna Szałucka,Indie / Global,,,,0
5226,Rosie Bennet,Indie / Global,,,,0
5227,Graham Anthony Devine,Indie / Global,,,,0
5228,史卡拉愛樂管弦樂團 & 里卡多・夏伊,Indie / Global,,,,0
5229,古風合唱團,Indie / Global,,,,0
5230,賈愛國,Indie / Global,,,,0
5231,李雨,Indie / Global,,,,0
5232,羅頤景,Indie / Global,,,,0
5233,Zoe. G,Indie / Global,,,,0
5234,GOT7,Indie / Global,,,,0
5235,Rainbow,Indie / Global,,,,0
5236,Lady Gaga & Bruno Mars,Indie / Global,,,,0
5237,Ariana Grande & Justin Bieber,Indie / Global,,,,0
5238,Charlie Puth,Indie / Global,,,,0
5239,卡斯柏+徐藝洋,Solo / Group,,,,0
5240,黃復旦+劉文君,Solo / Group,,,,0
5241,王極,Solo / Group,,,,0
5242,五堅情+邱鋒澤+陳零九+賴晏駒+黃偉晉+婁峻碩,Solo / Group,,,,0
5243,郭芝吟,Solo / Group,,,,0
5244,No Limit無限甜心,Solo / Group,,,,0
5245,方大同+王詩安,Solo / Group,,,,0
5246,胡文煊+蘇勛倫,Solo / Group,,,,0
5247,舒子晨,Solo / Group,,,,0
5248,吳思賢,Solo / Group,,,,0
5249,SIA,Solo / Group,,,,0
5250,Barry Chen,Solo / Group,,,,0
5251,刀醬,Solo / Group,,,,0
5252,Atlantic Starr,Solo / Group,,,,0
5253,Rod Stewart,Solo / Group,,,,0
5254,WEWE,Solo / Group,,,,0
5255,張富淵,Solo / Group,,,,0
5256,厲娜,Solo / Group,,,,0
5257,陳傑瑞+潘嘉麗,Solo / Group,,,,0
5258,阿政,Solo / Group,,,,0
5259,倉木麻衣,Solo / Group,,,,0
5260,サザンオ─ルスタ─ズ,Solo / Group,,,,0
5261,Smash Mouth,Solo / Group,,,,0
5262,倪子岡,Solo / Group,,,,0
5263,李杰明+陳忻玥,Solo / Group,,,,0
5264,NINA,Solo / Group,,,,0
5265,Kenny Rogers,Solo / Group,,,,0
5266,TUBE,Solo / Group,,,,0
5267,孫盛希+KIRE,Solo / Group,,,,0
5268,AKBENJAMIN+MARZ23,Solo / Group,,,,0
5269,浜崎あゆみ,Solo / Group,,,,0
5270,サザンオールスターズ,Solo / Group,,,,0
5271,BOOM!怪物星人,Solo / Group,,,,0
5272,Showmaîn,Solo / Group,,,,0
5273,倪子崗,Solo / Group,,,,0
5274,2女,Solo / Group,,,,0
5275,麻秋虹,Solo / Group,,,,0
5276,何以奇+劉允樂,Solo / Group,,,,0
5277,O-ZONE,Solo / Group,,,,0
5278,蕭薔,Solo / Group,,,,0
5279,Mary j.blige,Solo / Group,,,,0
5280,中島美嘉,Solo / Group,,,,0
5281,兩個女生,Solo / Group,,,,0
5282,Nick jonas+the administration,Solo / Group,,,,0
5283,Celine dion,Solo / Group,,,,0
5284,自由發揮+徐薇,Solo / Group,,,,1
5285,呂芳+顏志琳+袁惟仁,Solo / Group,,,,0
5286,永彬Ryan.B & 周延英,Indie / Global,,,,0
5287,永彬Ryan.B,Indie / Global,,,,0
5288,Jin,Indie / Global,,,,0
5289,Know Know & Higher Brothers,Indie / Global,,,,0
5290,QWER,Indie / Global,,,,0
5291,Crush,Indie / Global,,,,0
5292,UMI & 金泰亨,Indie / Global,,,,0
5293,Jessie J,Indie / Global,,,,0
5294,B.o.B,Indie / Global,,,,0
5295,Rammstein,Indie / Global,,,,0
5296,HWASA,Indie / Global,,,,0
5297,eAeon,Indie / Global,,,,0
5298,克勞迪奧・阿勞,Indie / Global,,,,0
5299,CoComelon,Indie / Global,,,,0
5300,TREASURE,Indie / Global,,,,0
5301,Ruth B.,Indie / Global,,,,0
5302,B.o.B feat. Hayley Williams,Indie / Global,,,,0
5303,So!YoON!,Indie / Global,,,,0
5304,Rita Ora,Indie / Global,,,,0
5305,"NATURE, 金泰亨 & UMI",Indie / Global,,,,0
5306,ØZI+9m88,Solo / Group,,,,0
5307,The Writers+寫手,Solo / Group,,,,0
5308,金承熙,Solo / Group,,,,0
5309,BCW+玖壹壹Ken-G,Solo / Group,,,,0
5310,KRIS 沈建宏,Solo / Group,,,,0
5311,台灣爽,Solo / Group,,,,0
5312,先宇,Solo / Group,,,,0
5313,A1 TRIP-Nick.Y,Solo / Group,,,,0
5314,張雅涵Kim,Solo / Group,,,,0
5315,Tyson Yoshi+張敬軒,Solo / Group,,,,0
5316,大淵,Solo / Group,,,,0
5317,Rita,Solo / Group,,,,0
5318,Twinko,Solo / Group,,,,0
5319,黃奕,Solo / Group,,,,0
5320,嘿人李逵+劉炫廷,Solo / Group,,,,0
5321,hanji,Solo / Group,,,,0
5322,瑤瑤,Solo / Group,,,,0
5323,Frank sinatra,Solo / Group,,,,0
5324,Stories,Solo / Group,,,,0
5325,陳偉達,Solo / Group,,,,0
5326,東方TJ,Solo / Group,,,,0
5327,東方T+J,Solo / Group,,,,0
5328,陳俊生,Solo / Group,,,,0
5329,魏晨+何潔,Solo / Group,,,,0
5330,WONDER+GIRLS,Solo / Group,,,,0
5331,林二汶,Solo / Group,,,,0
5332,Bruce Channel,Solo / Group,,,,0
5333,Ritchie Valens,Solo / Group,,,,0
5334,The Marcels,Solo / Group,,,,0
5335,Robbie Williams,Solo / Group,,,,0
5336,Lara Fabian,Solo / Group,,,,0
5337,Ben E. King,Solo / Group,,,,0
5338,Jimmy Dorsey,Solo / Group,,,,0
5339,Debbie Gibson,Solo / Group,,,,0
5340,Elvis Presley,Solo / Group,,,,0
5341,Gene Vincent,Solo / Group,,,,0
5342,Emilia,Solo / Group,,,,0
5343,Mr. Big,Solo / Group,,,,0
5344,Casablanca,Solo / Group,,,,0
5345,XXXMIRACLE+NEMOKII,Solo / Group,,,,0
5346,babyMINT,Solo / Group,,,,0
5347,AQUA,Solo / Group,,,,0
5348,湯音璇,Solo / Group,,,,0
5349,CARLY RAE JEPSEN,Solo / Group,,,,0
5350,同理+王淨,Solo / Group,,,,0
5351,木曜4超玩,Solo / Group,,,,0
5352,Maroon 5,Solo / Group,,,,0
5353,OZI+9m88,Solo / Group,,,,0
5354,頑童MJ116+張惠妹,Solo / Group,,,,0
5355,5566+7F,Solo / Group,,,,0
5356,Ms.ooja,Solo / Group,,,,0
5357,東方T+東方J,Solo / Group,,,,0
5358,機動現場+Samuel,Solo / Group,,,,0
5359,中國娃娃+DRAGON 5,Solo / Group,,,,0
5360,何潔+魏晨,Solo / Group,,,,0
5361,東方神起,Solo / Group,,,,0
5362,安鈞璨+張庭偉,Solo / Group,,,,0
5363,Alan,Solo / Group,,,,0
5364,木村カエラ,Solo / Group,,,,0
5365,Iyaz,Solo / Group,,,,0
5366,Alexandra stan,Solo / Group,,,,0
5367,Justin bieber+ludacris,Solo / Group,,,,0
5368,舞曲,Solo / Group,,,,0
5369,LOOΠΔ / yyxy,Indie / Global,,,,0
5370,Grimes,Indie / Global,,,,0
5371,Miho Nakayama,Indie / Global,,,,0
5372,Frank Ocean,Indie / Global,,,,0
5373,原子少年 火土聯盟,Indie / Global,,,,0
5374,toe,Indie / Global,,,,0
5375,ONE OK ROCK,Indie / Global,,,,0
5376,Błażej Król,Indie / Global,,,,0
5377,X Ambassadors,Indie / Global,,,,0
5378,C. Lauper,Indie / Global,,,,0
5379,BOYNEXTDOOR,Indie / Global,,,,0
5380,林潔心,Indie / Global,,,,0
5381,TOMORROW X TOGETHER,Indie / Global,,,,0
5382,林俊傑+鄭容和,Solo / Group,,,,0
5383,圳南,Solo / Group,,,,0
5384,馬浩原,Solo / Group,,,,0
5385,CHING G SQUAD,Solo / Group,,,,0
5386,袁詠琳ft. MP魔幻力量 廷廷+嘎嘎,Solo / Group,,,,0
5387,黃明志+羅百吉,Solo / Group,,,,0
5388,薛明媛,Solo / Group,,,,0
5389,屁孩 RYAN+水水MIZU98,Solo / Group,,,,0
5390,GENBLUE 幻藍小熊,Solo / Group,,,,0
5391,歪歪超,Solo / Group,,,,0
5392,法愛+以樂,Solo / Group,,,,0
5393,Finzy Kontini,Solo / Group,,,,0
5394,Neil Sedaka,Solo / Group,,,,0
5395,Tevin Campbell,Solo / Group,,,,0
5396,The Corrs,Solo / Group,,,,0
5397,Wham,Solo / Group,,,,0
5398,GLAY,Solo / Group,,,,0
5399,LOBO,Solo / Group,,,,0
5400,Tracy Chapman,Solo / Group,,,,0
5401,Leo Sayer,Solo / Group,,,,0
5402,Johnny Nash,Solo / Group,,,,0
5403,立威廉,Solo / Group,,,,0
5404,Lisa Fisher,Solo / Group,,,,0
5405,Pussycat Dolls,Solo / Group,,,,0
5406,CHINGGSQUAD,Solo / Group,,,,0
5407,翁鈺鈞,Solo / Group,,,,0
5408,尚融,Solo / Group,,,,0
5409,悟飛LUFFY+JAYRoll,Solo / Group,,,,0
5410,伯遠+張碧晨,Solo / Group,,,,1
5411,黃明志+黃秋生,Solo / Group,,,,0
5412,KINKIS,Solo / Group,,,,0
5413,板野友美,Solo / Group,,,,0
5414,Miwa,Solo / Group,,,,0
5415,福井舞,Solo / Group,,,,0
5416,林依晨+梁又琳,Solo / Group,,,,0
5417,Matt kennon,Solo / Group,,,,0
5418,板野友美+篠田麻里子,Solo / Group,,,,0
5419,阿筎那,Solo / Group,,,,0
5420,Katy perry,Solo / Group,,,,0
5421,David guetta+akon,Solo / Group,,,,0
5422,OVERDOSE,Solo / Group,,,,0
5423,CyndI lauper,Solo / Group,,,,0
5424,5566+七朵花,Solo / Group,,,,0
5425,RUPERT HOLMES,Solo / Group,,,,0
5426,林依晨+楊謹華+梁又琳+林立雯+張天霖+李岳,Solo / Group,,,,0
5427,吳佩慈,Solo / Group,,,,0
5428,REATLES,Solo / Group,,,,0
5429,Jason Piano,Indie / Global,,,,0
5430,D.O.,Indie / Global,,,,0
5431,Baby Lullaby Academy,Indie / Global,,,,0
5432,春野,Indie / Global,,,,0
5433,melo-D,Indie / Global,,,,0
5434,D-51,Indie / Global,,,,0
5435,項睿嫻,Indie / Global,,,,0
5436,SUPER JUNIOR-D&E,Indie / Global,,,,0
5437,Dynoro & Gigi D'Agostino,Indie / Global,,,,0
5438,Lil RAD,Indie / Global,,,,0
5439,菅野祐悟,Indie / Global,,,,0
5440,Whee In,Indie / Global,,,,0
5441,Ella Mai,Indie / Global,,,,0
5442,Nora Says,Solo / Group,,,,0
5443,Ring,Solo / Group,,,,0
5444,高爾宣+李浩瑋,Solo / Group,,,,0
5445,沈騰+賈玲+楊迪,Solo / Group,,,,0
5446,X-Sister+沈夢辰,Solo / Group,,,,0
5447,吳建豪+林峰+蔡珩+方逸倫,Solo / Group,,,,0
5448,GENTLEMAN,Solo / Group,,,,0
5449,77Ke 柯棨棋,Solo / Group,,,,0
5450,黛安娜,Solo / Group,,,,0
5451,談靜,Solo / Group,,,,0
5452,李威+林祐威,Solo / Group,,,,0
5453,派偉俊+周杰倫,Solo / Group,,,,1
5454,楊ＣＣ,Solo / Group,,,,0
5455,草蜢+關淑怡,Solo / Group,,,,0
5456,羅中旭,Solo / Group,,,,0
5457,丹尼男孩,Solo / Group,,,,0
5458,呂佳芳,Solo / Group,,,,0
5459,Simple Minds,Solo / Group,,,,0
5460,Bette Midler,Solo / Group,,,,0
5461,Kansas,Solo / Group,,,,0
5462,The Monkees,Solo / Group,,,,0
5463,Whitney Houston,Solo / Group,,,,0
5464,Pink,Solo / Group,,,,0
5465,Tina Turner,Solo / Group,,,,0
5466,Randy Crawford,Solo / Group,,,,0
5467,Alan Walker+AU/RA+Tomine Harket,Solo / Group,,,,0
5468,KE$HA,Solo / Group,,,,0
5469,悟飛Luffy+Macdella,Solo / Group,,,,0
5470,3WICH,Solo / Group,,,,0
5471,文慧如+邱鋒澤,Solo / Group,,,,0
5472,LINKIN PARK,Solo / Group,,,,0
5473,悟飛Luffy+Asiaboy禁藥王,Solo / Group,,,,0
5474,HUR,Solo / Group,,,,0
5475,高爾宣+派偉俊,Solo / Group,,,,0
5476,江靜+瘦子E.SO,Solo / Group,,,,0
5477,98 degrees,Solo / Group,,,,0
5478,舒淇+劉德華,Solo / Group,,,,0
5479,Speed,Solo / Group,,,,0
5480,木崎ゆりあ,Solo / Group,,,,0
5481,V6,Solo / Group,,,,0
5482,Ske48,Solo / Group,,,,0
5483,Juju,Solo / Group,,,,0
5484,陶妍霖,Solo / Group,,,,0
5485,DAVE LOGGINS,Solo / Group,,,,0
5486,ALL 4 ONE,Solo / Group,,,,0
5487,平井  堅,Solo / Group,,,,0
5488,EAST END*YURI(FR,Solo / Group,,,,0
5489,王詩安 Diana Wang,Solo / Group,,,,0
5490,卡斯柏,Solo / Group,,,,0
5491,Calvin Harris,Solo / Group,,,,0
5492,陳涵瑜球球,Solo / Group,,,,0
5493,Tpi,Solo / Group,,,,0
5494,郭修彧+葛仲珊,Solo / Group,,,,0
5495,徐良+李晟,Solo / Group,,,,0
5496,BCW+A-Flight,Solo / Group,,,,0
5497,io,Solo / Group,,,,0
5498,Morris Albert,Solo / Group,,,,0
5499,趙薇,Solo / Group,,,,0
5500,TOKYO D,Solo / Group,,,,0
5501,尾崎豐,Solo / Group,,,,0
5502,Fool's Garden,Solo / Group,,,,0
5503,John Denver,Solo / Group,,,,0
5504,Lionel Richie+Diana Ross,Solo / Group,,,,0
5505,PSY,Solo / Group,,,,0
5506,渡邊美里,Solo / Group,,,,0
5507,R.E.M.,Solo / Group,,,,0
5508,玖壹壹+187INC+賴慈泓+BCW+草屯囝仔+臭屁嬰仔+艾文同學,Solo / Group,,,,0
5509,潘若迪,Solo / Group,,,,0
5510,劉柏辛,Solo / Group,,,,0
5511,阿政+黃倩宜,Solo / Group,,,,0
5512,Deep,Solo / Group,,,,0
5513,G,Solo / Group,,,,0
5514,The veronicas,Solo / Group,,,,0
5515,MR,Solo / Group,,,,0
5516,Faith no more,Solo / Group,,,,0
5517,Pet shop boys,Solo / Group,,,,0
5518,EXILE,Solo / Group,,,,0
5519,Mika,Solo / Group,,,,0
5520,Kanye west+maroon 5,Solo / Group,,,,0
5521,楊丞琳+羅志祥,Solo / Group,,,,0
5522,河西智美,Solo / Group,,,,0
5523,Ronan keating,Solo / Group,,,,0
5524,Gwen stefani+akon,Solo / Group,,,,0
5525,霍經倫,Solo / Group,,,,0
5526,MAXIMUM THE HORMONE,Indie / Global,,,,0
5527,OSUN,Indie / Global,,,,0
5528,f(x),Indie / Global,,,,0
5529,Don Toliver,Indie / Global,,,,0
5530,Flower,Indie / Global,,,,0
5531,Tate McRae,Indie / Global,,,,0
5532,7ORDER,Indie / Global,,,,0
5533,FTISLAND,Indie / Global,,,,0
5534,F*yy,Indie / Global,,,,0
5535,紛亂交錯,Solo / Group,,,,0
5536,Mariah Carey+Trey Lorenz,Solo / Group,,,,0
5537,Kandi,Solo / Group,,,,0
5538,Alan  Walker,Solo / Group,,,,0
5539,郭曉曉,Solo / Group,,,,0
5540,Matzka 瑪斯卡+布蘭地,Solo / Group,,,,0
5541,都智文+曾可妮,Solo / Group,,,,0
5542,袁詠琳,Solo / Group,,,,0
5543,G.O.F,Solo / Group,,,,0
5544,九九+陳忻玥,Solo / Group,,,,0
5545,FEniX,Solo / Group,,,,0
5546,Solar 頌樂+9m88,Solo / Group,,,,0
5547,Lee,Solo / Group,,,,0
5548,方大同+Fifi Rong,Solo / Group,,,,0
5549,張智成+陳綺萱,Solo / Group,,,,0
5550,蕭賀碩+古皓,Solo / Group,,,,0
5551,邊疆,Solo / Group,,,,0
5552,Lauren Wood,Solo / Group,,,,0
5553,高橋真梨子,Solo / Group,,,,0
5554,Gary Barlow,Solo / Group,,,,0
5555,Alphaville,Solo / Group,,,,0
5556,Boyzone,Solo / Group,,,,0
5557,J.Stol.Del Roma,Solo / Group,,,,0
5558,Hooters,Solo / Group,,,,0
5559,Jerry Lee Lewis,Solo / Group,,,,0
5560,Clive Griffin+Celine Dion,Solo / Group,,,,0
5561,吳卓源+瘦子E.SO,Solo / Group,,,,0
5562,F.I.R.+Do As Infinity,Solo / Group,,,,0
5563,Hilary duff,Solo / Group,,,,0
5564,Irene cara,Solo / Group,,,,0
5565,澤尻繪里香,Solo / Group,,,,0
5566,Mya,Solo / Group,,,,0
5567,Destiny's child,Solo / Group,,,,0
5568,Cascada,Solo / Group,,,,0
5569,6treg,Solo / Group,,,,0
5570,Within temptation,Solo / Group,,,,0
5571,Dj khaled+rick ross,Solo / Group,,,,0
5572,前田敦子,Solo / Group,,,,0
5573,張新,Solo / Group,,,,0
5574,Christina Aguilera,Solo / Group,,,,0
5575,Sister sledge,Solo / Group,,,,0
5576,玉置成實,Solo / Group,,,,0
5577,YLVIS,Solo / Group,,,,0
5578,Trace fone,Solo / Group,,,,0
5579,玖壹壹+187INC謀殺有限公司+賴慈泓+BCW+草屯囝仔+臭屁嬰仔+艾文同學,Solo / Group,,,,0
5580,2個女生,Solo / Group,,,,0
5581,THE CARDIGANS,Solo / Group,,,,0
5582,PSEUDO ECHO,Solo / Group,,,,0
5583,吳順涵,Solo / Group,,,,0
5584,i-dle,Indie / Global,,,,0
5585,CORTIS,Indie / Global,,,,0
5586,Gerald Albright,Indie / Global,,,,0
5587,G-DRAGON & Anderson .Paak,Indie / Global,,,,0
5588,月之海樂團,Indie / Global,,,,0
5589,G-Eazy & Kehlani,Indie / Global,,,,0
5590,太陽,Indie / Global,,,,0
5591,林大晉,Solo / Group,,,,0
5592,李幸倪+BCW,Solo / Group,,,,0
5593,ICE MAN,Solo / Group,,,,0
5594,黃明志+玖壹壹,Solo / Group,,,,0
5595,黃右年+YONIEN+ZOE THE CHEF,Solo / Group,,,,0
5596,Alabama,Solo / Group,,,,0
5597,張爽,Solo / Group,,,,0
5598,張艾莉+芭樂,Solo / Group,,,,0
5599,韓真真,Solo / Group,,,,0
5600,Oleta Adams,Solo / Group,,,,0
5601,David Gates,Solo / Group,,,,0
5602,The Proclaimers,Solo / Group,,,,0
5603,八反安未果,Solo / Group,,,,0
5604,Petula Clark,Solo / Group,,,,0
5605,尾崎豊,Solo / Group,,,,0
5606,山根康広,Solo / Group,,,,0
5607,U:NUS,Solo / Group,,,,0
5608,蔡健雅+CARLABRUNI,Solo / Group,,,,0
5609,L'ARC~EN~CIEL,Solo / Group,,,,0
5610,葛西瓦+郭婞淳+楊勇緯,Solo / Group,,,,0
5611,黃右年YONIEN+ZOE THE CHEF,Solo / Group,,,,0
5612,譚詠麟+MR,Solo / Group,,,,0
5613,Sugababes,Solo / Group,,,,0
5614,BOY'Z+劉思惠,Solo / Group,,,,0
5615,Se7en+lil kim,Solo / Group,,,,0
5616,BOY'Z,Solo / Group,,,,0
5617,Kat tun,Solo / Group,,,,0
5618,Sdn48,Solo / Group,,,,0
5619,Yui,Solo / Group,,,,0
5620,Barbra streisand+barry gibb,Solo / Group,,,,0
5621,Clipse+pharrell williams,Solo / Group,,,,0
5622,Serani,Solo / Group,,,,0
5623,蔡日軒,Solo / Group,,,,0
5624,沈建宏,Solo / Group,,,,0
