編號,歌手/團體名稱,類別標籤,別名/譯名,相關團體,合唱組合,歌庫已收錄曲數
3600,小虎隊,Solo / Group,,,,0
3601,夏心+王慧蓮,Solo / Group,,,,0
3602,蕭茂成+方鈴,Solo / Group,,,,0
3603,洪一鋒,Solo / Group,,,,0
3604,伊正,Solo / Group,,,,0
3605,汪子琳,Solo / Group,,,,0
3606,游小鳳,Solo / Group,,,,0
3607,李秀蘭,Solo / Group,,,,0
3608,何晴恩,Solo / Group,,,,0
3609,黃安,Solo / Group,,,,0
3610,梁煥波+楊銀花,Solo / Group,,,,0
3611,洪榮宏+蔡幸娟,Solo / Group,,,,0
3612,許石+愛卿,Solo / Group,,,,0
3613,王中平+甲子慧,Solo / Group,,,,0
3614,黃中原+傅薇,Solo / Group,,,,0
3615,石白其,Indie / Global,,,,0
3616,于冬然,Indie / Global,,,,0
3617,劉維,Indie / Global,,,,0
3618,Mrs. GREEN APPLE,Indie / Global,,,,0
3619,Sukimaswitch,Indie / Global,,,,0
3620,表情銀行,Indie / Global,,,,0
3621,Lefty Hand Cream,Indie / Global,,,,0
3622,慣性成癮,Indie / Global,,,,0
3623,理想後花園,Indie / Global,,,,0
3624,Jinto Yoshida,Indie / Global,,,,0
3625,米拉拉,Indie / Global,,,,0
3626,Yorushika,Indie / Global,,,,0
3627,Natural Healing,Indie / Global,,,,0
3628,AARON,Indie / Global,,,,0
3629,GENBLUE幻藍小熊,Indie / Global,,,,0
3630,元若藍 & 大Q秉洛,Indie / Global,,,,0
3631,劉思佳,Indie / Global,,,,0
3632,RIM,Indie / Global,,,,0
3633,石琪白,Indie / Global,,,,0
3634,李慧珍,Solo / Group,,,,0
3635,DK金大為,Solo / Group,,,,0
3636,葉蓓,Solo / Group,,,,0
3637,夢露樂團,Solo / Group,,,,0
3638,江得勝,Solo / Group,,,,0
3639,王墩墩不是墩,Solo / Group,,,,0
3640,蘇打綠+張韶涵,Solo / Group,,,,0
3641,翼勢力,Solo / Group,,,,0
3642,譚詠麟+MR.,Solo / Group,,,,0
3643,路飛文,Solo / Group,,,,0
3644,魔術代,Solo / Group,,,,0
3645,冉肖玲,Solo / Group,,,,0
3646,ZAYIN,Solo / Group,,,,0
3647,邱澤,Solo / Group,,,,0
3648,彭于晏,Solo / Group,,,,0
3649,J.A.M,Solo / Group,,,,0
3650,江辰,Solo / Group,,,,0
3651,Azi+Lil Howcy+Lil Milk,Solo / Group,,,,0
3652,陳粒+唐漢霄,Solo / Group,,,,0
3653,海生,Solo / Group,,,,0
3654,林珆宣,Solo / Group,,,,0
3655,楊蔓,Solo / Group,,,,0
3656,張韶涵+蘇打綠,Solo / Group,,,,0
3657,陳威,Solo / Group,,,,0
3658,殷正洋,Solo / Group,,,,0
3659,童童,Solo / Group,,,,0
3660,張世彬,Solo / Group,,,,0
3661,魏嘉瑩+陳零九,Solo / Group,,,,0
3662,陳冠蒲,Solo / Group,,,,0
3663,蘇永康+許志安,Solo / Group,,,,0
3664,孟庭葦+南方二重唱,Solo / Group,,,,0
3665,黃瑞文,Solo / Group,,,,0
3666,陳建年+紀家盈,Solo / Group,,,,0
3667,陳零九+魏嘉瑩,Solo / Group,,,,0
3668,NCT DREAM,Indie / Global,,,,0
3669,星野源,Indie / Global,,,,0
3670,魯多維柯・艾奧迪 & 阿姆斯特丹弦樂合奏團,Indie / Global,,,,0
3671,YangYang & LEGGO,Indie / Global,,,,0
3672,程璧,Indie / Global,,,,0
3673,張藝興,Indie / Global,,,,0
3674,Taylor Swift,Indie / Global,,,,0
3675,關喆,Indie / Global,,,,0
3676,李志,Indie / Global,,,,0
3677,Ava Max,Indie / Global,,,,0
3678,西村由紀江,Indie / Global,,,,0
3679,vistlip,Indie / Global,,,,0
3680,Major Lazer & Dj Snake,Indie / Global,,,,0
3681,ONER岳岳,Indie / Global,,,,0
3682,Dj Snake,Indie / Global,,,,0
3683,FM STAR,Indie / Global,,,,0
3684,金子嫣,Solo / Group,,,,0
3685,吳倩蓮,Solo / Group,,,,0
3686,周韋杰+鳳娘,Solo / Group,,,,0
3687,XL特大號樂團,Solo / Group,,,,0
3688,兔子牙,Solo / Group,,,,0
3689,石尤,Solo / Group,,,,0
3690,李雙江,Solo / Group,,,,0
3691,野小馬,Solo / Group,,,,0
3692,李威慶,Solo / Group,,,,0
3693,小語樂團,Solo / Group,,,,0
3694,Julie+JR紀言愷,Solo / Group,,,,0
3695,Summer夏夏,Solo / Group,,,,0
3696,徐紫淇,Solo / Group,,,,0
3697,陳昶均,Solo / Group,,,,0
3698,嘻遊記,Solo / Group,,,,0
3699,王宥忻,Solo / Group,,,,0
3700,蔣雪璿,Solo / Group,,,,0
3701,麗蓉,Solo / Group,,,,0
3702,孟言,Solo / Group,,,,0
3703,錦零,Solo / Group,,,,0
3704,展榮展瑞,Solo / Group,,,,0
3705,謝雷+吳淑敏,Solo / Group,,,,0
3706,wannasleep+Li,Solo / Group,,,,0
3707,六哲,Solo / Group,,,,0
3708,李明洋+楊欣樺,Solo / Group,,,,0
3709,田振達+程響,Solo / Group,,,,0
3710,賴進財,Solo / Group,,,,0
3711,謝尚泓,Solo / Group,,,,0
3712,談芳兵,Solo / Group,,,,0
3713,韓國瑜,Solo / Group,,,,0
3714,黃偉霖+林葳,Solo / Group,,,,0
3715,多岐川舞子,Solo / Group,,,,0
3716,瀨川瑛子,Solo / Group,,,,0
3717,談芳冰,Solo / Group,,,,0
3718,余小魚,Solo / Group,,,,0
3719,李思琳,Solo / Group,,,,0
3720,陳敏郎,Solo / Group,,,,0
3721,三笠優子,Solo / Group,,,,0
3722,常超凡,Solo / Group,,,,0
3723,延子,Solo / Group,,,,0
3724,貴霏,Solo / Group,,,,0
3725,OKMA,Solo / Group,,,,0
3726,也可+吳瑭,Solo / Group,,,,0
3727,林俊吉+麗蓉,Solo / Group,,,,0
3728,香子,Solo / Group,,,,0
3729,陳零九+孫盛希,Solo / Group,,,,0
3730,秋衣,Solo / Group,,,,0
3731,彤大王,Solo / Group,,,,0
3732,董唧唧+Aioz,Solo / Group,,,,0
3733,趙宥喬,Solo / Group,,,,0
3734,謊言留聲機+徐佳瑩,Solo / Group,,,,0
3735,林東,Solo / Group,,,,0
3736,慧七七,Solo / Group,,,,0
3737,h3R3,Solo / Group,,,,0
3738,范怡文,Solo / Group,,,,0
3739,白櫻,Solo / Group,,,,0
3740,林春福,Solo / Group,,,,0
3741,賴謙祺,Solo / Group,,,,0
3742,莊振凱+戴梅君,Solo / Group,,,,0
3743,方鈴,Solo / Group,,,,0
3744,曾軼可,Solo / Group,,,,0
3745,林妤潔,Solo / Group,,,,0
3746,Julie+JR,Solo / Group,,,,0
3747,靜婷,Solo / Group,,,,0
3748,文章,Solo / Group,,,,0
3749,夕陽武士,Indie / Global,,,,0
3750,鯨魚馬戲團,Indie / Global,,,,0
3751,可苦可樂,Indie / Global,,,,0
3752,探長,Indie / Global,,,,0
3753,牛駿峰,Indie / Global,,,,0
3754,Yamazaru,Indie / Global,,,,0
3755,孟可 & 呂亮,Indie / Global,,,,0
3756,GReeeeN,Indie / Global,,,,0
3757,昭霖,Indie / Global,,,,0
3758,肖啟倫,Indie / Global,,,,0
3759,Angel Baby,Indie / Global,,,,0
3760,孤寂輔導室,Indie / Global,,,,0
3761,wacci,Indie / Global,,,,0
3762,好客樂隊,Indie / Global,,,,0
3763,YU-KA,Indie / Global,,,,0
3764,10-FEET,Indie / Global,,,,0
3765,睡眠音楽のアカデミー,Indie / Global,,,,0
3766,任素汐,Indie / Global,,,,0
3767,Toshihiko Sahashi,Indie / Global,,,,0
3768,上戶彩,Indie / Global,,,,0
3769,路壹,Indie / Global,,,,0
3770,張杰,Indie / Global,,,,0
3771,Ginji(CV:Shunichi Toki),Indie / Global,,,,0
3772,方泂鑌,Solo / Group,,,,0
3773,劉藍溪,Solo / Group,,,,0
3774,黃鳳儀,Solo / Group,,,,0
3775,梁朝偉,Solo / Group,,,,0
3776,中堅份子,Solo / Group,,,,0
3777,鳳小岳,Solo / Group,,,,0
3778,羅時豐+大芭,Solo / Group,,,,0
3779,李婭莎,Solo / Group,,,,0
3780,月綺小百合,Solo / Group,,,,0
3781,蔡淳佳,Solo / Group,,,,0
3782,梅東生+簡語卉,Solo / Group,,,,0
3783,弦子,Solo / Group,,,,0
3784,王源,Solo / Group,,,,0
3785,蔣孜怡,Solo / Group,,,,0
3786,Copy BT07-PZ,Solo / Group,,,,0
3787,傲叔,Solo / Group,,,,0
3788,吉克隽逸+周延,Solo / Group,,,,0
3789,詹雯婷+張遠,Solo / Group,,,,0
3790,詹雯婷,Solo / Group,,,,0
3791,羅若惜,Solo / Group,,,,0
3792,陳泓文,Solo / Group,,,,0
3793,陳百潭+陳凱欣,Solo / Group,,,,0
3794,丁姵均,Solo / Group,,,,0
3795,小曲兒,Solo / Group,,,,0
3796,希林娜依·高+伯遠,Solo / Group,,,,0
3797,陳源,Solo / Group,,,,0
3798,劉信明,Solo / Group,,,,0
3799,阿魯阿卓,Solo / Group,,,,0
3800,彭鈺雯,Solo / Group,,,,0
3801,林佳玄,Solo / Group,,,,0
3802,莎拉Sana,Solo / Group,,,,0
3803,劉藍溪+對唱,Solo / Group,,,,0
3804,葉素美,Solo / Group,,,,0
3805,方炯鑌,Solo / Group,,,,0
3806,M3,Solo / Group,,,,0
3807,林衫和,Solo / Group,,,,0
3808,小飛哥,Solo / Group,,,,0
3809,陳子晴,Solo / Group,,,,0
3810,陳亦洺,Solo / Group,,,,0
3811,鄭星妤,Solo / Group,,,,0
3812,陳子賢+蔡以真,Solo / Group,,,,0
3813,蔡小虎+高瑞屏,Solo / Group,,,,0
3814,門麗,Solo / Group,,,,0
3815,余天龍+邱芸子,Solo / Group,,,,0
3816,星野,Solo / Group,,,,0
3817,含大仙兒,Solo / Group,,,,0
3818,姜沉魚,Solo / Group,,,,0
3819,袁小迪+秀蘭瑪雅,Solo / Group,,,,0
3820,方順吉+陳韋霖,Solo / Group,,,,0
3821,方千玉,Solo / Group,,,,0
3822,七郎+一綾,Solo / Group,,,,0
3823,TORO,Solo / Group,,,,0
3824,張語倢,Solo / Group,,,,0
3825,K ONE+5566,Solo / Group,,,,0
3826,林俊吉+戴梅君,Solo / Group,,,,0
3827,江蕙+江淑娜,Solo / Group,,,,0
3828,夏台瑄,Solo / Group,,,,0
3829,梁靜,Solo / Group,,,,0
3830,潘曉娟,Solo / Group,,,,0
3831,馬雨賢,Solo / Group,,,,0
3832,Garden Sister花園精靈,Solo / Group,,,,0
3833,楊樺,Solo / Group,,,,0
3834,劉藍溪+梁弘志,Solo / Group,,,,0
3835,鐵竹堂,Solo / Group,,,,0
3836,任賢齊+李心潔,Solo / Group,,,,0
3837,黃曉明,Solo / Group,,,,0
3838,呂彥良,Indie / Global,,,,0
3839,貴族音樂深度睡眠,Indie / Global,,,,0
3840,EmptyORio,Indie / Global,,,,0
3841,王笠人,Indie / Global,,,,0
3842,歐陽娜娜,Indie / Global,,,,0
3843,李宗霖,Indie / Global,,,,0
3844,木子笙,Indie / Global,,,,0
3845,貴族音樂ASMR,Indie / Global,,,,0
3846,脫拉庫,Indie / Global,,,,0
3847,Be my Girl,Indie / Global,,,,0
3848,STUTS & Zot On the Wave,Indie / Global,,,,0
3849,Kuhakugokko,Indie / Global,,,,0
3850,羊文学,Indie / Global,,,,0
3851,馬也_Crabbit & Cole先生,Indie / Global,,,,0
3852,Ironomi,Indie / Global,,,,0
3853,楊芸晴,Indie / Global,,,,0
3854,郝清越,Indie / Global,,,,0
3855,Eiji Miyoshi,Indie / Global,,,,0
3856,Chisato Moritaka,Indie / Global,,,,0
3857,Suchmos,Indie / Global,,,,0
3858,ブルーライトキャラバン,Indie / Global,,,,0
3859,荷爾蒙少年,Indie / Global,,,,0
3860,堯堯,Solo / Group,,,,0
3861,鄭柔芳,Solo / Group,,,,0
3862,田家達,Solo / Group,,,,0
3863,佳山明生,Solo / Group,,,,0
3864,蔡多多,Solo / Group,,,,0
3865,你的星冰樂,Solo / Group,,,,0
3866,鄺文珣,Solo / Group,,,,0
3867,林琍萍,Solo / Group,,,,0
3868,動力火車+高進,Solo / Group,,,,0
3869,董唧唧,Solo / Group,,,,0
3870,長宇 Shuhei,Solo / Group,,,,0
3871,李斯丹妮,Solo / Group,,,,0
3872,何龍雨,Solo / Group,,,,0
3873,青虫aoi+阿跨面,Solo / Group,,,,0
3874,WiFi歪歪,Solo / Group,,,,0
3875,藍七七,Solo / Group,,,,0
3876,小倩,Solo / Group,,,,0
3877,玉霜,Solo / Group,,,,0
3878,林俊彥+陳盈潔,Solo / Group,,,,0
3879,蕭玉芬,Solo / Group,,,,0
3880,李佩蓉,Solo / Group,,,,0
3881,邰肇玫,Solo / Group,,,,0
3882,李宇春,Solo / Group,,,,0
3883,張騰,Solo / Group,,,,0
3884,傅振輝,Solo / Group,,,,0
3885,蕭承祥,Solo / Group,,,,0
3886,夏婉安+楊棟樑,Solo / Group,,,,0
3887,au-is,Solo / Group,,,,0
3888,印子月,Solo / Group,,,,0
3889,陳隨意+朱海君,Solo / Group,,,,0
3890,中西保志,Solo / Group,,,,0
3891,歆小瑤,Solo / Group,,,,0
3892,汪蘇瀧+吉克隽逸,Solo / Group,,,,0
3893,你們的好朋友大雨,Solo / Group,,,,0
3894,林智惠,Solo / Group,,,,0
3895,林風+雨涵,Solo / Group,,,,0
3896,林俊吉+楊靜,Solo / Group,,,,0
3897,嵐依風,Solo / Group,,,,0
3898,蘇來+吳貞慧,Solo / Group,,,,0
3899,楊麗花,Solo / Group,,,,0
3900,林志穎,Solo / Group,,,,0
3901,姜育恆+梁一貞,Solo / Group,,,,0
3902,陳隨意+唐儷,Solo / Group,,,,0
3903,陳佳,Indie / Global,,,,0
3904,李天賜 & Wen Wei,Indie / Global,,,,0
3905,Queen Bee,Indie / Global,,,,0
3906,高睿,Indie / Global,,,,0
3907,陳永龍,Indie / Global,,,,0
3908,吉星出租,Indie / Global,,,,0
3909,大寶 DaBao,Indie / Global,,,,0
3910,yihuik苡慧,Indie / Global,,,,0
3911,一支榴蓮,Indie / Global,,,,0
3912,倍賞千惠子,Indie / Global,,,,0
3913,超級市場,Indie / Global,,,,0
3914,MAO from Sid,Indie / Global,,,,0
3915,"沉睡, 深度睡眠 & 睡眠音乐体验",Indie / Global,,,,0
3916,Yosi Horikawa,Indie / Global,,,,0
3917,魏嘉榆+王中平,Solo / Group,,,,0
3918,K.D,Solo / Group,,,,0
3919,許茹芸+蘇永康,Solo / Group,,,,0
3920,余荃斌+LiveMe主播群,Solo / Group,,,,0
3921,張星特,Solo / Group,,,,0
3922,YangChill,Solo / Group,,,,0
3923,詹采妮,Solo / Group,,,,0
3924,YUKI,Solo / Group,,,,0
3925,謝明,Solo / Group,,,,0
3926,呂至傑,Solo / Group,,,,0
3927,趙翊帆+PONY5IBE,Solo / Group,,,,0
3928,余秀娟,Solo / Group,,,,0
3929,汪聞婷,Solo / Group,,,,0
3930,何潤東+陳怡蓉,Solo / Group,,,,0
3931,林嘉欣,Solo / Group,,,,0
3932,張鑫鑫,Solo / Group,,,,0
3933,盧麒宇,Solo / Group,,,,0
3934,XMASwu+王子明,Solo / Group,,,,0
3935,羅志祥+May J.,Solo / Group,,,,0
3936,泰坦 TITAN,Solo / Group,,,,0
3937,浮生夢,Solo / Group,,,,0
3938,鄔兆邦+向蕙玲,Solo / Group,,,,0
3939,白允y,Solo / Group,,,,0
3940,薇妮,Solo / Group,,,,0
3941,余空,Solo / Group,,,,0
3942,張立昂,Solo / Group,,,,0
3943,江若琳,Solo / Group,,,,0
3944,熊仔+9m88,Solo / Group,,,,0
3945,徐良+吳昕,Solo / Group,,,,0
3946,艾熱,Solo / Group,,,,0
3947,薯片啾啾,Solo / Group,,,,0
3948,林素秋,Solo / Group,,,,0
3949,林仲興+李芬蘭,Solo / Group,,,,0
3950,F4,Solo / Group,,,,0
3951,鐵源,Solo / Group,,,,0
3952,周杰倫+楊瑞代,Solo / Group,,,,4
3953,陳宏銘,Solo / Group,,,,0
3954,蘇永康+許茹芸,Solo / Group,,,,0
3955,艾夢萌,Solo / Group,,,,0
3956,張馨文,Solo / Group,,,,0
3957,阿沁,Solo / Group,,,,0
3958,西鄉輝彥,Solo / Group,,,,0
3959,林海,Solo / Group,,,,0
3960,和田青児,Solo / Group,,,,0
3961,葉諾帆+陳凱欣,Solo / Group,,,,0
3962,朱德寶+謝莉婷,Solo / Group,,,,0
3963,中島みゆき,Solo / Group,,,,0
3964,禹黎朔,Solo / Group,,,,0
3965,九三,Solo / Group,,,,0
3966,林小珂+BAYBOY,Solo / Group,,,,0
3967,千昌夫,Solo / Group,,,,0
3968,魏如萱+馬頔,Solo / Group,,,,0
3969,チェウニ,Solo / Group,,,,0
3970,Mimmi,Solo / Group,,,,0
3971,原子少年地球,Solo / Group,,,,0
3972,曹羽,Solo / Group,,,,0
3973,王俊凱,Solo / Group,,,,0
3974,蔡曉,Solo / Group,,,,0
3975,陳楚生+陸虎,Solo / Group,,,,0
3976,葉明德,Solo / Group,,,,0
3977,羅漢,Solo / Group,,,,0
3978,中唱之星,Solo / Group,,,,0
3979,羅美玲,Solo / Group,,,,0
3980,羅志祥+May J,Solo / Group,,,,0
3981,莫宰羊+Karencici,Solo / Group,,,,0
3982,糯米糰,Solo / Group,,,,0
3983,阿沁+FAYE,Solo / Group,,,,0
3984,楊耀東,Solo / Group,,,,0
3985,鋼琴放鬆輕聽貴族音樂,Indie / Global,,,,0
3986,My Little Airport,Indie / Global,,,,0
3987,ヒーリング・サウンド,Indie / Global,,,,0
3988,房東的貓,Indie / Global,,,,0
3989,Southern All Stars,Indie / Global,,,,0
3990,M.I.C男團,Indie / Global,,,,0
3991,Minako Yoshida,Indie / Global,,,,0
3992,IPIS,Indie / Global,,,,0
3993,風籟坊,Indie / Global,,,,0
3994,Theseus 忒修斯,Indie / Global,,,,0
3995,柔米,Indie / Global,,,,0
3996,Marf Yau,Indie / Global,,,,0
3997,寶寶早教 & 胎教音樂,Indie / Global,,,,0
3998,秦海清,Indie / Global,,,,0
3999,FS (Fuying & Sam),Indie / Global,,,,0
4000,療愈音樂,Indie / Global,,,,0
4001,宗次郎,Indie / Global,,,,0
4002,アコルディ弦楽四重奏団,Indie / Global,,,,0
4003,王儷婷,Indie / Global,,,,0
4004,石聽白,Solo / Group,,,,0
4005,陳司翰+徐婕兒,Solo / Group,,,,0
4006,周迅,Solo / Group,,,,0
4007,吉 幾三,Solo / Group,,,,0
4008,HE 有激人,Solo / Group,,,,0
4009,李美靈芝,Solo / Group,,,,0
4010,陳文浩,Solo / Group,,,,0
4011,F.I.R.+Spark皇毅,Solo / Group,,,,0
4012,李明洋+邱芸子,Solo / Group,,,,0
4013,Easy Shen,Solo / Group,,,,0
4014,吉  幾三,Solo / Group,,,,0
4015,王心凌+譚維維,Solo / Group,,,,0
4016,欒樹,Solo / Group,,,,0
4017,周杰倫+梁心頤,Solo / Group,,,,2
4018,郭桂彬+黃乙玲,Solo / Group,,,,0
4019,楊騰飛+孟慧圓,Solo / Group,,,,0
4020,飯思思,Solo / Group,,,,0
4021,馬也_Crabbit,Solo / Group,,,,0
4022,蔡茗淇,Solo / Group,,,,0
4023,尚雯婕+王晰,Solo / Group,,,,0
4024,蘇珮卿+光良,Solo / Group,,,,0
4025,橙大蕾蕾,Solo / Group,,,,0
4026,戾格,Solo / Group,,,,0
4027,二小姐,Solo / Group,,,,0
4028,徐國樑,Solo / Group,,,,0
4029,高進+小沈陽+葉世榮+迪克牛仔,Solo / Group,,,,0
4030,田帥,Solo / Group,,,,0
4031,鍾慧鈴,Solo / Group,,,,0
4032,曾小萍,Solo / Group,,,,0
4033,陳百潭+龍千玉,Solo / Group,,,,0
4034,一支榴槤,Solo / Group,,,,0
4035,八代亜紀,Solo / Group,,,,0
4036,瀬川瑛子,Solo / Group,,,,0
4037,江明娟,Solo / Group,,,,0
4038,林俊吉+洪百慧,Solo / Group,,,,0
4039,水琉璃,Solo / Group,,,,0
4040,浙音4811,Solo / Group,,,,0
4041,三叔說,Solo / Group,,,,0
4042,梓華,Solo / Group,,,,0
4043,劉耀明+蔡茗淇,Solo / Group,,,,0
4044,黃明志+林俊逸,Solo / Group,,,,0
4045,黃乙玲+郭桂彬,Solo / Group,,,,0
4046,傅振輝+邱淑君,Solo / Group,,,,0
4047,楊文,Solo / Group,,,,0
4048,陳秀枝,Solo / Group,,,,0
4049,顏華,Solo / Group,,,,0
4050,湯家豪,Solo / Group,,,,0
4051,孫儀,Solo / Group,,,,0
4052,Stray Kids,Indie / Global,,,,0
4053,微笑旋律音樂,Indie / Global,,,,0
4054,Luis Fonsi & Daddy Yankee,Indie / Global,,,,0
4055,Christophe Saunière,Indie / Global,,,,0
4056,Henrik Birk Aaboe & Klaus,Indie / Global,,,,0
4057,The Weeknd,Indie / Global,,,,0
4058,愛舫,Indie / Global,,,,0
4059,Khalid & Disclosure,Indie / Global,,,,0
4060,劉允樂,Solo / Group,,,,0
4061,葉諾帆+陳宥希,Solo / Group,,,,0
4062,辛龍,Solo / Group,,,,0
4063,金玟岐,Solo / Group,,,,0
4064,洪敬堯,Solo / Group,,,,0
4065,鄒宗翰,Solo / Group,,,,0
4066,楊欣樺,Solo / Group,,,,0
4067,大淵+Mc HotDog,Solo / Group,,,,0
4068,楊青倩,Solo / Group,,,,0
4069,梁靜茹+黃嘉千+汪佩蓉,Solo / Group,,,,0
4070,Eric Kwok,Solo / Group,,,,0
4071,小頭菜,Solo / Group,,,,0
4072,范逸臣+畢雯珺,Solo / Group,,,,0
4073,JR紀言愷+阿喜,Solo / Group,,,,0
4074,黃荻鈞,Solo / Group,,,,0
4075,吳汶芳+舒米恩,Solo / Group,,,,0
4076,趙齊,Solo / Group,,,,0
4077,賴慧如+黃文星,Solo / Group,,,,0
4078,趙文昊,Solo / Group,,,,0
4079,魏嘉瑩+韋禮安,Solo / Group,,,,0
4080,庾澄慶+蕭敬騰,Solo / Group,,,,0
4081,劉思彤,Solo / Group,,,,0
4082,傅秋英,Solo / Group,,,,0
4083,蔡閨,Solo / Group,,,,0
4084,朱莉亞,Solo / Group,,,,0
4085,江鳳,Solo / Group,,,,0
4086,蔡氏兄妹,Solo / Group,,,,0
4087,玖壹壹+阿聖,Solo / Group,,,,0
4088,楊咩咩,Solo / Group,,,,0
4089,凌菲,Solo / Group,,,,0
4090,趙秋凱,Solo / Group,,,,0
4091,賴碧霞,Solo / Group,,,,0
4092,溫梅桂+張秀美,Solo / Group,,,,0
4093,陶大偉,Solo / Group,,,,0
4094,邱師義,Solo / Group,,,,0
4095,滾石群星,Solo / Group,,,,0
4096,潘瑋柏+張韶涵,Solo / Group,,,,0
4097,大淵+MCHOTDOG,Solo / Group,,,,0
4098,鄭品蓁,Solo / Group,,,,0
4099,李泓伸,Solo / Group,,,,0
4100,LEO王,Solo / Group,,,,0
4101,Who Cares 胡凱兒,Solo / Group,,,,0
4102,利菁,Solo / Group,,,,0
4103,閻奕格+J.SHEON,Solo / Group,,,,0
4104,英豪,Solo / Group,,,,0
4105,大淵+MC HOT DOG,Solo / Group,,,,0
4106,達達樂隊,Solo / Group,,,,0
4107,丁力,Solo / Group,,,,0
4108,陳崴,Solo / Group,,,,0
4109,洪瑞霞,Solo / Group,,,,0
4110,張文惠,Solo / Group,,,,0
4111,徐世珍,Solo / Group,,,,0
4112,田路路,Solo / Group,,,,0
4113,莊心妍+蕭全,Solo / Group,,,,0
4114,梁靜茹+黃嘉千,Solo / Group,,,,0
4115,何俊明,Solo / Group,,,,0
4116,FORMOZA,Indie / Global,,,,0
4117,柏霖PoLin,Indie / Global,,,,0
4118,Adele,Indie / Global,,,,0
4119,Uru,Indie / Global,,,,0
4120,張小葵,Indie / Global,,,,0
4121,周興哲 & 單依純,Indie / Global,,,,0
4122,謝霆鋒+蔡卓妍,Solo / Group,,,,0
4123,賀敬軒+CG,Solo / Group,,,,0
4124,LADY,Solo / Group,,,,0
4125,郭忠祐+賴慧如,Solo / Group,,,,0
4126,王菀之,Solo / Group,,,,0
4127,方大同+陶晶瑩,Solo / Group,,,,0
4128,范逸臣+同恩,Solo / Group,,,,0
4129,蔡小虎+蔡秋鳳,Solo / Group,,,,0
4130,孫嫣然,Solo / Group,,,,0
4131,于冠華,Solo / Group,,,,0
4132,薛珮潔,Solo / Group,,,,0
4133,楊哲+謝宜君,Solo / Group,,,,0
4134,鹿晗,Solo / Group,,,,0
4135,楊采妮,Solo / Group,,,,0
4136,凱小晴,Solo / Group,,,,0
4137,陳英吉+潘姵莉,Solo / Group,,,,0
4138,陳昶均+蘇芯慧,Solo / Group,,,,0
4139,湯薇恩+陳彼得,Solo / Group,,,,0
4140,神馬樂團,Solo / Group,,,,0
4141,李冠群,Solo / Group,,,,0
4142,羅文裕,Solo / Group,,,,0
4143,白白+李芳琪,Solo / Group,,,,0
4144,季彥霖+劉增瞳,Solo / Group,,,,0
4145,陳隨意+楊靜,Solo / Group,,,,0
4146,田帥+鄧詠家,Solo / Group,,,,0
4147,王強,Solo / Group,,,,0
4148,陳隨意+陳思安,Solo / Group,,,,0
4149,韋東明,Solo / Group,,,,0
4150,楊淑慎,Solo / Group,,,,0
4151,陳采捷,Solo / Group,,,,0
4152,黃思婷+江志豐,Solo / Group,,,,0
4153,佳音,Solo / Group,,,,0
4154,王雪娥,Solo / Group,,,,0
4155,趙多娜,Solo / Group,,,,0
4156,平靈晶,Solo / Group,,,,0
4157,GT二崇唱,Solo / Group,,,,0
4158,劉德華+鄭秀文,Solo / Group,,,,0
4159,洪金河+游麗紅,Solo / Group,,,,0
4160,薛曉楓,Solo / Group,,,,0
4161,林文德+謝莉婷,Solo / Group,,,,0
4162,黃立成,Solo / Group,,,,0
4163,林盈焜+羅玉女,Solo / Group,,,,0
4164,謝雷+喬幼,Solo / Group,,,,0
4165,GX,Solo / Group,,,,0
4166,陽逸晨,Solo / Group,,,,0
4167,黃明志+明日花綺羅 Asuka Kirara,Solo / Group,,,,0
4168,曾瑋中+郭婷筠,Solo / Group,,,,0
4169,Mi2,Solo / Group,,,,0
4170,羅楊栩栩+初月,Solo / Group,,,,0
4171,郭忠祐+蔡多多,Solo / Group,,,,0
4172,周延英,Solo / Group,,,,0
4173,喬幼,Solo / Group,,,,0
4174,莉莉周她說,Solo / Group,,,,0
4175,謝莉婷+林文德,Solo / Group,,,,0
4176,劉文正,Solo / Group,,,,0
4177,J-STARS,Solo / Group,,,,0
4178,張善為,Solo / Group,,,,0
4179,張燕清,Solo / Group,,,,0
4180,陳子鴻+江蕙,Solo / Group,,,,0
4181,李維,Solo / Group,,,,0
4182,SARA,Solo / Group,,,,0
4183,郭燕,Solo / Group,,,,0
4184,劉牧,Solo / Group,,,,0
4185,宋念宇,Solo / Group,,,,0
4186,薩麥爾,Indie / Global,,,,0
4187,東京事變,Indie / Global,,,,0
4188,Yiruma,Indie / Global,,,,0
4189,光澤,Indie / Global,,,,0
4190,Orisaka Yuta,Indie / Global,,,,0
4191,胡恩瑞,Solo / Group,,,,0
4192,大地樂團,Solo / Group,,,,0
4193,牛奶咖啡,Solo / Group,,,,0
4194,莊蕙茹,Solo / Group,,,,0
4195,傅薇+黃中原,Solo / Group,,,,0
4196,劉亦菲,Solo / Group,,,,0
4197,韋圓蘇福,Solo / Group,,,,0
4198,許富凱+曹雅雯,Solo / Group,,,,0
4199,茶二娘,Solo / Group,,,,0
4200,顏莉,Solo / Group,,,,0
4201,金潤吉,Solo / Group,,,,0
4202,持修,Solo / Group,,,,0
4203,希亞,Solo / Group,,,,0
4204,曾詠欣,Solo / Group,,,,0
4205,阿斯根,Solo / Group,,,,0
4206,麗蓉+陳子賢,Solo / Group,,,,0
4207,李翊君+江宏恩,Solo / Group,,,,0
